Time(s) = 25.452868
Time(s) = 25.473092
Time(s) = 25.090759
Time(s) = 13.998008
Time(s) = 14.121643
Time(s) = 14.137169
Time(s) = 10.791648
Time(s) = 11.004282
Time(s) = 11.043124
Time(s) = 7.533492
Time(s) = 7.640918
Time(s) = 7.628370
Time(s) = 7.380831
Time(s) = 6.997045
Time(s) = 7.118875
Time(s) = 5.444670
Time(s) = 5.581927
Time(s) = 5.356633
Time(s) = 5.693392
Time(s) = 5.252414
Time(s) = 5.514821
Time(s) = 8.255679
Time(s) = 8.171521
Time(s) = 7.193890
Time(s) = 9.156840
Time(s) = 10.814053
Time(s) = 10.532597
