Time(s) = 25.359917
Time(s) = 25.290568
Time(s) = 25.302055
Time(s) = 18.307435
Time(s) = 13.449884
Time(s) = 13.274535
Time(s) = 7.522135
Time(s) = 8.996553
Time(s) = 7.667326
Time(s) = 8.273609
Time(s) = 7.735492
Time(s) = 9.672238
Time(s) = 6.817755
Time(s) = 6.839555
Time(s) = 7.911577
Time(s) = 7.394856
Time(s) = 5.993385
Time(s) = 7.403366
Time(s) = 5.354440
Time(s) = 5.263123
Time(s) = 5.548958
Time(s) = 5.255393
Time(s) = 5.097113
Time(s) = 5.330654
Time(s) = 5.458719
Time(s) = 5.136940
Time(s) = 5.345464
