Time(s) = 24.859354
Time(s) = 25.069038
Time(s) = 25.070077
Time(s) = 24.931430
Time(s) = 13.384576
Time(s) = 13.875448
Time(s) = 24.701219
Time(s) = 10.844814
Time(s) = 10.776792
Time(s) = 24.814141
Time(s) = 7.533894
Time(s) = 7.605493
Time(s) = 24.848991
Time(s) = 7.405133
Time(s) = 6.863641
Time(s) = 24.879496
Time(s) = 5.375459
Time(s) = 5.390859
Time(s) = 24.853542
Time(s) = 5.136847
Time(s) = 5.677041
Time(s) = 24.862889
Time(s) = 7.528298
Time(s) = 8.053892
Time(s) = 15.719405
Time(s) = 9.910108
Time(s) = 8.934437
