Time(s) = 25.294916
Time(s) = 25.244951
Time(s) = 25.310476
Time(s) = 12.633653
Time(s) = 12.621900
Time(s) = 12.623009
Time(s) = 6.619684
Time(s) = 6.627150
Time(s) = 6.654589
Time(s) = 4.660030
Time(s) = 4.640512
Time(s) = 4.653478
Time(s) = 3.603824
Time(s) = 3.614388
Time(s) = 3.610672
Time(s) = 2.486585
Time(s) = 2.485225
Time(s) = 2.493310
Time(s) = 1.878062
Time(s) = 1.875205
Time(s) = 1.878578
Time(s) = 1.283220
Time(s) = 1.285319
Time(s) = 1.277070
Time(s) = 0.983002
Time(s) = 0.976340
Time(s) = 0.981276
